time,speed_kmh,P_load_kW,P_fc_kW,P_bat_kW,SOC,m_H2_cumul_kg,H2_eq_kg
1125,86.6,10.898433526596579,7.11864406779661,3.7797894587999687,0.5853091257707652,0.10143741328023194,0.2975864553390647
1126,86.4,10.287009777777858,7.11864406779661,3.1683657099812477,0.5852498113042267,0.10156736377528143,0.2975864553390647
1127,86.2,10.232640531016623,7.11864406779661,3.113996463220013,0.5852001035141418,0.10169731427033094,0.2975864553390647
1128,86.0,10.178483729614324,7.11864406779661,3.0598396618177146,0.5851512495656144,0.10182726476538044,0.2975864553390647
1129,85.8,9.57284134979423,7.11864406779661,2.4541972819976197,0.5851032460952557,0.10195721526042993,0.2975864553390647
1130,85.5,9.494249421296288,7.11864406779661,2.3756053534996786,0.5850647532298673,0.10208716575547944,0.2975864553390647
1131,85.3,9.442118305193558,7.11864406779661,2.3234742373969484,0.5850274940863504,0.10221711625052893,0.2975864553390647
1132,85.0,8.817762155159322,7.11864406779661,1.699118087362712,0.5849910532131712,0.10234706674557843,0.2975864553390647
1133,84.7,9.286984348746373,7.11864406779661,2.1683402809497627,0.584964411159097,0.10247701724062792,0.2975864553390647
1134,84.5,8.69235270680915,7.11864406779661,1.5737086390125397,0.5849304052959194,0.10260696773567743,0.2975864553390647
1135,84.1,8.052196207113967,7.11864406779661,0.9335521393173574,0.5849057307597937,0.10273691823072693,0.2975864553390647
1136,83.8,8.518964437738125,7.11864406779661,1.4003203699415154,0.5848910970848279,0.10286686872577643,0.2975864553390647
1137,83.5,8.445430900872623,7.11864406779661,1.3267868330760129,0.5848691425866246,0.10299681922082593,0.2975864553390647
1138,83.2,7.83738096997412,7.11864406779661,0.7187369021775103,0.5848483415323997,0.10312676971587542,0.2975864553390647
1139,82.8,7.210835629629645,7.11864406779661,0.0921915618330349,0.5848370760515238,0.10325672021092493,0.2975864553390647
1140,82.4,7.649921367474433,7.11864406779661,0.5312772996778232,0.5848356314000283,0.10338667070597442,0.2975864553390647
1141,82.1,7.580463415999875,7.11864406779661,0.46181934820326553,0.5848273047730157,0.10351662120102392,0.2975864553390647
1142,81.7,6.963226356633914,7.11864406779661,-0.15541771116269576,0.5848200669447288,0.10364657169607343,0.2975864553390647
1143,81.3,7.397463440843584,7.627118644067796,-0.22965520322421185,0.584822502120312,0.10378178804222726,0.2975864553390647
1144,81.0,7.329666666666628,7.627118644067796,-0.2974519774011677,0.5848261003853608,0.1039170043883811,0.2975864553390647
1145,80.6,6.72170806706296,7.627118644067796,-0.9054105770048357,0.5848307607712752,0.10405222073453495,0.2975864553390647
1146,80.2,6.63537737600977,7.627118644067796,-0.9917412680580258,0.5848449430319953,0.10418743708068878,0.2975864553390647
1147,79.8,6.54983731687244,8.135593220338983,-1.5857559034665423,0.5848604770165643,0.10432828215111131,0.2975864553390647
1148,79.4,6.975629213839386,8.135593220338983,-1.1599640064995969,0.5848853093650341,0.10446912722153384,0.2975864553390647
